Index,Incoming Calls,Incoming New Calls,Incoming Handoff Calls,Answered Calls,Answered New Calls,Answered Handoff Calls,Call Answering Rate,Blocked Calls,Blocking Probability,Dropping Probability,Response Time
775,258,180,78,252,176,76,0.98,6,0.023256,0.025641,00:00:04
776,299,209,90,275,192,82,0.92,24,0.080268,0.088889,00:00:22
777,242,169,73,227,158,68,0.94,15,0.061983,0.068493,00:00:12
778,194,135,59,182,126,55,0.94,12,0.061856,0.067797,00:00:13
779,34,23,11,33,22,10,0.98,1,0.029412,0.090909,00:00:03
780,107,74,33,96,66,29,0.9,11,0.102804,0.121212,00:00:22
781,91,63,28,84,58,26,0.93,7,0.076923,0.071429,00:00:12
782,161,112,49,161,112,49,1.0,0,0.0,0.0,00:00:02
783,118,82,36,112,77,34,0.95,6,0.050847,0.055556,00:00:24
784,266,186,80,250,174,75,0.94,16,0.06015,0.0625,00:00:02
785,71,49,22,64,44,20,0.91,7,0.098592,0.090909,00:00:23
786,118,82,36,118,82,36,1.0,0,0.0,0.0,00:00:09
787,133,93,40,119,83,36,0.9,14,0.105263,0.1,00:00:01
788,43,30,13,41,29,12,0.97,2,0.046512,0.076923,00:00:08
789,208,145,63,203,142,61,0.98,5,0.024038,0.031746,00:00:23
790,154,107,47,141,98,43,0.92,13,0.084416,0.085106,00:00:06
791,52,36,16,50,34,15,0.97,2,0.038462,0.0625,00:00:06
792,92,64,28,83,58,25,0.91,9,0.097826,0.107143,00:00:22
793,172,120,52,159,111,48,0.93,13,0.075581,0.076923,00:00:18
794,182,127,55,178,124,53,0.98,4,0.021978,0.036364,00:00:17
795,174,121,53,172,119,52,0.99,2,0.011494,0.018868,00:00:12
796,254,177,77,243,169,73,0.96,11,0.043307,0.051948,00:00:06
797,133,93,40,126,88,38,0.95,7,0.052632,0.05,00:00:08
798,133,93,40,122,85,36,0.92,11,0.082707,0.1,00:00:19
799,68,47,21,61,42,19,0.91,7,0.102941,0.095238,00:00:10
800,227,158,69,206,143,62,0.91,21,0.092511,0.101449,00:00:01
801,163,114,49,149,104,45,0.92,14,0.08589,0.081633,00:00:13
802,96,67,29,89,62,26,0.93,7,0.072917,0.103448,00:00:17
803,208,145,63,195,136,59,0.94,13,0.0625,0.063492,00:00:03
804,71,49,22,66,45,20,0.93,5,0.070423,0.090909,00:00:08
805,44,30,14,40,27,12,0.92,4,0.090909,0.142857,00:00:14
806,140,98,42,133,93,39,0.95,7,0.05,0.071429,00:00:03
807,186,130,56,182,127,54,0.98,4,0.021505,0.035714,00:00:16
808,260,182,78,241,169,72,0.93,19,0.073077,0.076923,00:00:13
809,186,130,56,184,128,55,0.99,2,0.010753,0.017857,00:00:20
810,67,46,21,66,45,20,0.99,1,0.014925,0.047619,00:00:24
811,126,88,38,115,80,34,0.92,11,0.087302,0.105263,00:00:17
812,283,198,85,277,194,83,0.98,6,0.021201,0.023529,00:00:13
813,225,157,68,216,150,65,0.96,9,0.04,0.044118,00:00:06
814,115,80,35,110,76,33,0.96,5,0.043478,0.057143,00:00:17
815,39,27,12,36,25,11,0.94,3,0.076923,0.083333,00:00:14
816,34,23,11,32,21,10,0.95,2,0.058824,0.090909,00:00:17
817,152,106,46,142,99,43,0.94,10,0.065789,0.065217,00:00:08
818,147,102,45,139,96,42,0.95,8,0.054422,0.066667,00:00:11
819,188,131,57,180,125,54,0.96,8,0.042553,0.052632,00:00:20
820,257,179,78,249,173,75,0.97,8,0.031128,0.038462,00:00:01
821,245,171,74,232,162,70,0.95,13,0.053061,0.054054,00:00:07
822,213,149,64,206,144,62,0.97,7,0.032864,0.03125,00:00:21
823,44,30,14,40,27,12,0.91,4,0.090909,0.142857,00:00:21
824,186,130,56,171,119,51,0.92,15,0.080645,0.089286,00:00:17
825,165,115,50,161,112,49,0.98,4,0.024242,0.02,00:00:10
826,290,203,87,269,188,80,0.93,21,0.072414,0.08046,00:00:11
827,186,130,56,167,117,50,0.9,19,0.102151,0.107143,00:00:22
828,76,53,23,69,48,21,0.92,7,0.092105,0.086957,00:00:09
829,202,141,61,185,129,56,0.92,17,0.084158,0.081967,00:00:09
830,159,111,48,159,111,48,1.0,0,0.0,0.0,00:00:24
831,124,86,38,119,82,36,0.96,5,0.040323,0.052632,00:00:05
832,144,100,44,142,99,43,0.99,2,0.013889,0.022727,00:00:17
833,272,190,82,261,182,78,0.96,11,0.040441,0.04878,00:00:09
834,98,68,30,93,64,28,0.95,5,0.05102,0.066667,00:00:17
835,177,123,54,164,114,50,0.93,13,0.073446,0.074074,00:00:24
836,40,28,12,38,26,11,0.96,2,0.05,0.083333,00:00:21
837,283,198,85,257,180,77,0.91,26,0.091873,0.094118,00:00:19
838,67,46,21,66,45,20,0.99,1,0.014925,0.047619,00:00:07
839,163,114,49,159,111,48,0.98,4,0.02454,0.020408,00:00:23
840,229,160,69,212,148,64,0.93,17,0.074236,0.072464,00:00:09
841,52,36,16,52,36,16,1.0,0,0.0,0.0,00:00:07
842,247,172,75,242,168,73,0.98,5,0.020243,0.026667,00:00:13
843,170,118,52,164,114,50,0.97,6,0.035294,0.038462,00:00:11
844,133,93,40,121,84,36,0.91,12,0.090226,0.1,00:00:14
845,239,167,72,227,158,68,0.95,12,0.050209,0.055556,00:00:19
846,140,98,42,133,93,39,0.95,7,0.05,0.071429,00:00:11
847,133,93,40,122,85,36,0.92,11,0.082707,0.1,00:00:13
848,200,140,60,182,127,54,0.91,18,0.09,0.1,00:00:14
849,162,113,49,158,110,48,0.98,4,0.024691,0.020408,00:00:13
850,156,109,47,141,99,42,0.91,15,0.096154,0.106383,00:00:01
851,135,94,41,129,90,39,0.96,6,0.044444,0.04878,00:00:08
852,121,84,37,119,83,36,0.99,2,0.016529,0.027027,00:00:12
853,80,56,24,79,55,23,0.99,1,0.0125,0.041667,00:00:19
854,58,40,18,53,37,16,0.93,5,0.086207,0.111111,00:00:12
855,243,170,73,240,168,72,0.99,3,0.012346,0.013699,00:00:08
856,296,207,89,266,186,80,0.9,30,0.101351,0.101124,00:00:08
857,286,200,86,257,180,77,0.9,29,0.101399,0.104651,00:00:21
858,130,91,39,124,87,37,0.96,6,0.046154,0.051282,00:00:13
859,139,97,42,130,91,39,0.94,9,0.064748,0.071429,00:00:12
860,211,147,64,198,138,60,0.94,13,0.061611,0.0625,00:00:16
861,30,21,9,28,20,8,0.96,2,0.066667,0.111111,00:00:01
862,84,58,26,77,53,23,0.92,7,0.083333,0.115385,00:00:13
863,178,124,54,163,114,49,0.92,15,0.08427,0.092593,00:00:07
864,166,116,50,157,110,47,0.95,9,0.054217,0.06,00:00:05
865,231,161,70,226,157,68,0.98,5,0.021645,0.028571,00:00:08
866,146,102,44,140,97,42,0.96,6,0.041096,0.045455,00:00:14
867,183,128,55,170,119,51,0.93,13,0.071038,0.072727,00:00:23
868,92,64,28,86,60,26,0.94,6,0.065217,0.071429,00:00:13
869,273,191,82,251,175,75,0.92,22,0.080586,0.085366,00:00:15
870,54,37,17,49,33,15,0.91,5,0.092593,0.117647,00:00:23
871,119,83,36,116,81,35,0.98,3,0.02521,0.027778,00:00:17
872,104,72,32,96,66,29,0.93,8,0.076923,0.09375,00:00:15
873,239,167,72,219,153,66,0.92,20,0.083682,0.083333,00:00:20
874,46,32,14,44,31,13,0.97,2,0.043478,0.071429,00:00:18
875,157,109,48,150,104,46,0.96,7,0.044586,0.041667,00:00:18
876,280,196,84,268,188,80,0.96,12,0.042857,0.047619,00:00:02
877,208,145,63,191,133,57,0.92,17,0.081731,0.095238,00:00:04
878,211,147,64,194,135,58,0.92,17,0.080569,0.09375,00:00:01
879,181,126,55,166,115,50,0.92,15,0.082873,0.090909,00:00:04
880,54,37,17,49,34,15,0.92,5,0.092593,0.117647,00:00:18
881,209,146,63,202,141,61,0.97,7,0.033493,0.031746,00:00:05
882,227,158,69,222,154,67,0.98,5,0.022026,0.028986,00:00:19
883,190,133,57,184,129,55,0.97,6,0.031579,0.035088,00:00:15
884,206,144,62,201,141,60,0.98,5,0.024272,0.032258,00:00:08
885,92,64,28,86,60,26,0.94,6,0.065217,0.071429,00:00:20
886,179,125,54,173,121,52,0.97,6,0.03352,0.037037,00:00:17
887,183,128,55,172,120,51,0.94,11,0.060109,0.072727,00:00:01
888,185,129,56,175,122,53,0.95,10,0.054054,0.053571,00:00:12
889,78,54,24,74,51,22,0.95,4,0.051282,0.083333,00:00:19
890,113,79,34,103,72,31,0.92,10,0.088496,0.088235,00:00:15
891,206,144,62,193,135,58,0.94,13,0.063107,0.064516,00:00:09
892,177,123,54,177,123,54,1.0,0,0.0,0.0,00:00:07
893,147,102,45,135,93,41,0.92,12,0.081633,0.088889,00:00:02
894,92,64,28,83,58,25,0.91,9,0.097826,0.107143,00:00:09
895,218,152,66,204,142,62,0.94,14,0.06422,0.060606,00:00:10
896,78,54,24,76,52,23,0.98,2,0.025641,0.041667,00:00:02
897,286,200,86,274,192,82,0.96,12,0.041958,0.046512,00:00:19
898,253,177,76,245,171,73,0.97,8,0.031621,0.039474,00:00:11
899,170,118,52,156,108,47,0.92,14,0.082353,0.096154,00:00:13
900,244,170,74,234,163,71,0.96,10,0.040984,0.040541,00:00:10
